jogo_id,titulo,data_lancamento,win,mac,linux,avaliacao,feedback_positivo,qtd_avaliacoes,preco_final,preco_original,desconto,descricao,tags
1213210,Command & Conquer™ Remastered Collection,2020-06-05,True,False,False,Very Positive,90,24495,19.99,19.99,0.0,"Command & Conquer and Red Alert are both remastered in 4K by the former Westwood Studios team members. Includes all 3 expansions, rebuilt multiplayer, a modernized UI, Map Editor, bonus footage gallery, and over 7 hours of remastered music.","['Strategy', 'RTS', 'Base Building', 'Classic', 'Multiplayer', 'Great Soundtrack', 'War', 'Singleplayer', ""1990's"", 'FMV', 'Level Editor', 'Remake', 'PvP', 'Replay Value', 'Tanks', 'Soundtrack', 'Cinematic', 'Isometric', 'Real Time Tactics', 'Retro']"
1678430,PowerSlave Exhumed,2022-02-10,True,False,False,Very Positive,92,448,19.99,19.99,0.0,PowerSlave: Exhumed is a KEX Engine port of the classic console game perfectly blending both the PlayStation & Saturn versions,"['Action', 'FPS', 'Shooter', 'Metroidvania', 'First-Person', 'Action-Adventure', 'Singleplayer', 'Exploration', 'Adventure', 'Old School', '3D', 'Combat', 'Nonlinear', 'Magic', 'Horror', 'Retro', 'Historical', 'PvE', ""1990's"", 'Classic']"
50620,Darksiders™,2010-09-23,True,False,False,Very Positive,89,7685,0.0,0.0,0.0,"Deceived by the forces of evil into prematurely bringing about the end of the world, War – the first Horseman of the Apocalypse – stands accused of breaking the sacred law by inciting a war between Heaven and Hell. In the slaughter that ensued, the demonic forces defeated the heavenly hosts and laid claim to the Earth.","['Action', 'Adventure', 'Hack and Slash', 'Third Person', 'Singleplayer', 'Post-apocalyptic', 'Fantasy', 'Controller', 'Action RPG', 'Puzzle', 'Action-Adventure', 'Open World', 'RPG', 'Gore', 'Spectacle fighter', ""Beat 'em up"", '3D Platformer', 'Metroidvania', 'Character Action Game', 'Platformer']"
246620,Plague Inc: Evolved,2016-02-18,True,True,True,Very Positive,94,41361,5.09,14.99,66.0,"Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.","['Strategy', 'Simulation', 'Outbreak Sim', 'Indie', 'Singleplayer', 'Multiplayer', 'Zombies', 'Casual', 'Tactical', 'Replay Value', 'Post-apocalyptic', 'Addictive', 'Realistic', '2D', 'Difficult', 'Atmospheric', 'Early Access', 'Co-op', 'Sandbox', 'Survival']"
304530,Agents of Mayhem,2017-08-15,True,False,False,Mixed,59,2985,29.99,29.99,0.0,"In Agents of MAYHEM, you run a no-holds barred operation against a shadowy super-villain organization known only as LEGION and their mysterious leader, the Morningstar. Explore the city of Seoul as a variety of Super Agents to thwart LEGION's vile plans to take over the world!","['Action', 'Open World', 'Third Person', 'Singleplayer', 'Comedy', 'Funny', 'Third-Person Shooter', 'Shooter', 'Sexual Content', 'Adventure', 'Superhero', 'Violent', 'Female Protagonist', 'Sci-fi', 'Memes', 'Sandbox', 'Cyberpunk', 'Atmospheric', 'Multiplayer', 'Psychological Horror']"
313120,Stranded Deep,2022-08-10,True,True,True,Mostly Positive,75,36171,19.99,19.99,0.0,Take the role of a plane crash survivor stranded somewhere in the Pacific Ocean. Come face to face with some of the most life threatening scenarios that will result in a different experience each time you play. Scavenge. Discover. Survive.,"['Open World Survival Craft', 'Survival', 'Multiplayer', 'Open World', 'Crafting', 'First-Person', 'Adventure', 'Exploration', 'Realistic', 'Singleplayer', 'Building', 'Sandbox', 'Co-op', 'Simulation', 'Early Access', 'Underwater', 'Action', 'Atmospheric', 'Indie', 'Strategy']"
322170,Geometry Dash,2014-12-22,True,True,False,Very Positive,93,208591,3.99,3.99,0.0,Jump and fly your way through danger in this rhythm-based action platformer!,"['Difficult', 'Music', 'Great Soundtrack', 'Precision Platformer', 'Level Editor', 'Rhythm', '2D', 'Colorful', 'Singleplayer', 'Platformer', 'Character Customization', 'Arcade', 'Indie', 'Side Scroller', 'Action', 'Funny', 'Family Friendly', 'Casual', 'Strategy', 'Adventure']"
342180,Arizona Sunshine®,2016-12-06,True,False,False,Very Positive,80,6730,29.99,29.99,0.0,"Built exclusively for VR, Arizona Sunshine® puts you and up to 3 fellow survivors in the midst of a zombie apocalypse. Survive solo or in co-op, handle weapons with real-life movements, and explore a post-apocalyptic world in VR. Putting the undead back to rest is more thrilling than ever before.","['Action', 'VR', 'Zombies', 'Horror', 'Multiplayer', 'Co-op Campaign', 'Survival', 'Online Co-Op', 'Adventure', 'Gore', 'FPS', 'Shooter', 'First-Person', 'Survival Horror', 'Indie', 'Co-op', 'Open World', 'Violent', 'Singleplayer', 'Post-apocalyptic']"
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,True,False,False,Very Positive,90,59543,29.99,29.99,0.0,The latest opus in the acclaimed STORM series is taking you on a colourful and breathtaking ride. Take advantage of the totally revamped battle system and prepare to dive into the most epic fights you’ve ever seen !,"['Anime', 'Fighting', 'Action', 'Ninja', 'Multiplayer', 'Adventure', 'Story Rich', 'Singleplayer', 'Local Multiplayer', 'Third Person', 'Great Soundtrack', 'Open World', 'Fantasy', 'Atmospheric', 'Co-op', 'Online Co-Op', ""Beat 'em up"", 'Local Co-Op', 'Memes', 'Heist']"
361990,Lakeview Cabin Collection,2015-04-09,True,True,False,Overwhelmingly Positive,95,1395,9.99,9.99,0.0,Delve into the diverse world of horror movies in this 2D action puzzler. Nothing can prepare you for the R-rated challenges you will face!,"['Survival Horror', '2D Platformer', 'Puzzle Platformer', 'Perma Death', 'Character Action Game', 'Difficult', 'Horror', 'Platformer', '2D', 'Dynamic Narration', 'Dark Humor', 'Psychological Horror', 'Funny', 'Dark Comedy', 'Choices Matter', 'Exploration', 'Sandbox', 'Action', 'Puzzle', 'Pixel Graphics']"
491950,Orwell: Keeping an Eye On You,2016-10-27,True,True,True,Very Positive,91,7658,9.99,9.99,0.0,"Big Brother has arrived - and it’s you. Investigate the lives of citizens to find those responsible for a series of terror attacks. Information from the internet, personal communications and private files are all accessible to you. But, be warned, the information you supply will have consequences.","['Choices Matter', 'Political Sim', 'Dystopian', 'Story Rich', 'Indie', 'Singleplayer', 'Detective', 'Simulation', 'Interactive Fiction', 'Hacking', 'Adventure', 'Politics', 'Political', 'Atmospheric', 'Mouse only', 'Visual Novel', 'Episodic', 'Mystery', 'Great Soundtrack', 'Point & Click']"
566860,VR Dungeon Knight,2017-04-24,True,False,False,Mostly Positive,78,1258,2.99,19.99,85.0,"VR Dungeon Knight is a dungeon crawler with random level generation and Online Co-op. Explore, fight monsters, loot dungeons, level up, unlock classes and become the ultimate Dungeon Knight!","['RPG', 'Adventure', 'Action', 'VR', 'Indie', 'Early Access', 'Dungeon Crawler', 'Co-op', 'Roguelike']"
573090,Stormworks: Build and Rescue,2020-09-17,True,True,False,Very Positive,92,30687,24.99,24.99,0.0,"Join a world where you design, create and pilot your own air sea rescue service. Release your inner hero as you battle fierce storms out at sea to rescue those in need.","['Sandbox', 'Open World', 'Building', 'Flight', 'Exploration', 'Sailing', 'Programming', 'Open World Survival Craft', 'Immersive Sim', 'Survival', 'Base Building', 'Character Customization', 'PvP', 'Naval', 'First-Person', 'Trains', 'Physics', 'Tutorial', 'Automation', 'Crafting']"
1079210,Spark the Electric Jester 2,2019-05-16,True,False,False,Very Positive,91,454,12.99,12.99,0.0,Fast paced 3D action platformer.,"['Action', '3D Platformer', 'Fast-Paced', 'Great Soundtrack', 'Singleplayer', 'Indie', 'Platformer', 'Adventure']"
1324130,Stranded: Alien Dawn,2022-10-12,True,False,False,Very Positive,87,2501,29.99,29.99,0.0,"Brave a new world in Stranded: Alien Dawn, a planet survival sim placing the fate of a small marooned group in your hands. Forge your story through compelling and immersive strategic gameplay as you make vital decisions to protect your survivors.","['Simulation', 'Survival', 'Strategy', 'Base Building', '3D', 'Crafting', 'Combat', 'Destruction', 'Hunting', 'Cooking', 'Management', 'Choices Matter', 'Inventory Management', 'Colony Sim', 'Resource Management', 'Sci-fi', 'Tutorial', 'Singleplayer', 'Space', 'Early Access']"
1544020,The Callisto Protocol™,2022-12-01,True,False,False,Mixed,62,21737,59.99,59.99,0.0,Survive to escape the horrors of Callisto and uncover the dark secrets of Jupiter’s dead moon.,"['Horror', 'Sci-fi', 'Survival Horror', 'Third-Person Shooter', 'Space', 'Shooter', 'Action-Adventure', 'Third Person', 'PvE', '3D', 'Action', 'Story Rich', 'Linear', 'Realistic', 'Adventure', 'Robots', 'Cinematic', 'Dark', 'Futuristic', ""Shoot 'Em Up""]"
1702330,Rune Factory 5,2022-07-13,True,False,False,Very Positive,81,948,49.99,49.99,0.0,"As the newest ranger of a peacekeeping organization known as SEED, protect your community by rounding up rowdy monsters and going on special missions. Cultivate your farm and friendships alike while unravelling rune-related mysteries!","['RPG', 'Farming Sim', 'Adventure', 'Simulation', 'Romance', 'Anime', 'Fantasy', 'Creature Collector', 'Magic', '3D', 'Combat', 'Party-Based RPG', 'Fishing', 'Crafting', 'Cute', 'Story Rich', 'Singleplayer', 'Farming', 'Dating Sim', 'JRPG']"
466560,Northgard,2018-03-07,True,True,True,Very Positive,88,40984,29.99,29.99,0.0,Northgard is a strategy game based on Norse mythology in which you control a clan of Vikings vying for the control of a mysterious newfound continent.,"['Simulation', 'Strategy', 'City Builder', 'RTS', 'Base Building', 'Building', '4X', 'Tactical', 'Colony Sim', 'Economy', 'Management', 'War', 'Moddable', 'PvP', 'PvE', 'Singleplayer', 'Multiplayer', 'Co-op', 'Vikings', 'Resource Management']"
517630,Just Cause 4 Reloaded,2018-12-04,True,False,False,Mixed,63,16811,0.0,0.0,0.0,"Rogue agent Rico Rodriguez journeys to Solis, a huge South American world home of conflict, oppression and extreme weather conditions. Strap into your wingsuit, equip your fully customizable grappling hook, and get ready to bring the thunder!","['Open World', 'Action', 'Destruction', 'Singleplayer', 'Adventure', 'Sandbox', 'Third-Person Shooter', 'Shooter', 'Physics', 'Violent', 'Funny', 'Story Rich', 'Gore', 'Atmospheric', 'Co-op', 'FPS', 'Driving', 'Heist', 'Third Person', 'Comedy']"
636480,Ravenfield,2017-05-18,True,True,True,Overwhelmingly Positive,97,54253,17.99,17.99,0.0,"Fight upon the Ravenfield together with your Blue allies! Take down those pesky Reds using helicopters, tanks, guns, and active ragdoll physics!","['FPS', 'War', 'Singleplayer', 'Shooter', 'Action', 'Military', 'First-Person', 'Early Access', 'Sandbox', 'Funny', 'Team-Based', 'Tactical', 'Strategy', 'Indie', 'Physics', 'Simulation', 'Moddable', 'Realistic', 'Atmospheric', 'Adventure']"
2098090,Lost Lands: Sand Captivity,2022-12-09,True,False,False,Positive,100,25,6.99,6.99,0.0,"An artifact found on Earth interferes with Susan's life and forces her to return to adventures. “Lost Lands: Sand Captivity” is an adventure game in the genre of Hidden Objects, with plenty of mini-games and puzzles, unforgettable characters and complicated quests.","['Adventure', 'Point & Click', 'Puzzle', 'Hidden Object', 'FMV', 'Fantasy', 'Singleplayer']"
770100,One Deck Dungeon,2018-05-18,True,True,True,Very Positive,80,593,9.99,9.99,0.0,The hit roguelike adventure that captures all the fun of a dungeon crawl in a single deck of cards!,"['Dungeon Crawler', 'Board Game', 'Roguelite', 'Perma Death', 'Card Game', 'Tabletop', 'Roguelike', 'Female Protagonist', 'RPG', 'Strategy', 'Fantasy', 'Magic', 'Adventure', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Singleplayer', 'Multiplayer', 'Roguelike Deckbuilder', 'Indie']"
1524630,KeepUp Survival,2021-02-26,True,False,False,Mixed,68,411,12.99,12.99,0.0,"Survive on a deserted island with amazing wildlife and abandoned houses. A game in a natural and post-apocalyptic environment, in which your task is to survive in KeepUp Survival. You don't get tasks, you give them to yourself!","['Open World Survival Craft', 'Post-apocalyptic', 'Early Access', 'Survival', 'Gun Customization', 'Singleplayer', 'Zombies', 'Adventure', 'Open World', 'Action', 'Indie', 'Multiplayer', 'Shooter', 'Building', 'Gore', 'Sandbox', 'FPS', 'Atmospheric', 'Crafting', 'PvE']"
1687950,Persona 5 Royal,2022-10-20,True,False,False,Overwhelmingly Positive,97,23096,59.99,59.99,0.0,"Don the mask and join the Phantom Thieves of Hearts as they stage grand heists, infiltrate the minds of the corrupt, and make them change their ways!","['JRPG', 'Story Rich', 'Anime', 'Turn-Based Combat', 'Great Soundtrack', 'RPG', 'Party-Based RPG', 'Singleplayer', 'Turn-Based Strategy', 'Emotional', 'Multiple Endings', 'Colorful', 'Dating Sim', 'Visual Novel', 'Adventure', 'Sexual Content', 'Heist', 'Soundtrack', 'Detective', 'Violent']"
250900,The Binding of Isaac: Rebirth,2014-11-04,True,True,True,Overwhelmingly Positive,97,204840,14.99,14.99,0.0,"The Binding of Isaac: Rebirth is a randomly generated action RPG shooter with heavy Rogue-like elements. Following Isaac on his journey players will find bizarre treasures that change Isaac’s form giving him super human abilities and enabling him to fight off droves of mysterious creatures, discover secrets and fight his way to safety.","['Action Roguelike', 'Roguelike', 'Indie', 'Replay Value', 'Difficult', 'Pixel Graphics', 'Dungeon Crawler', 'Great Soundtrack', 'Singleplayer', 'Dark', '2D', 'Remake', 'Local Co-Op', 'Gore', 'Procedural Generation', 'Roguelite', 'Atmospheric', 'Action', 'Co-op', 'Horror']"
418370,Resident Evil 7 Biohazard,2017-01-23,True,False,False,Very Positive,94,45249,19.99,19.99,0.0,"Fear and isolation seep through the walls of an abandoned southern farmhouse. ""7"" marks a new beginning for survival horror with the “Isolated View” of the visceral new first-person perspective.","['Horror', 'Survival Horror', 'First-Person', 'Singleplayer', 'Atmospheric', 'Zombies', 'Gore', 'Psychological Horror', 'Action', 'Violent', 'Survival', 'Adventure', 'Story Rich', 'Puzzle', 'VR', 'FPS', 'Multiplayer', 'Exploration', 'Shooter', 'Classic']"
646910,The Crew™ 2,2018-06-28,True,False,False,Very Positive,83,53867,49.99,49.99,0.0,"Take on the American motorsports scene as you explore and dominate the land, air, and sea across the entire USA. With a wide variety of cars, bikes, boats, and planes, compete in a wide range of driving disciplines.","['Racing', 'Open World', 'Automobile Sim', 'Multiplayer', 'Driving', 'Massively Multiplayer', 'Action', 'Flight', 'Co-op', 'Singleplayer', 'Arcade', 'First-Person', 'Online Co-Op', 'Third Person', 'Simulation', 'America', 'Sports', 'Atmospheric', 'Sandbox', 'Adventure']"
741510,The Hong Kong Massacre,2019-01-21,True,False,False,Mostly Positive,77,774,19.99,19.99,0.0,"Blast your way through the streets of Hong Kong in a fast-paced, top-down shooter. Inspired by classic action movies, The Hong Kong Massacre places you at the center of a hard-boiled revenge story, filled with brutal, cinematic shootouts and vivid underworld locations.","['Action', 'Bullet Time', 'Indie', 'Violent', 'Top-Down Shooter', 'Twin Stick Shooter', 'Gore', 'Top-Down', 'Shooter', 'Blood', 'Difficult', 'Arcade', ""Shoot 'Em Up"", 'Story Rich', 'Singleplayer', '2.5D', 'Realistic', 'Stylized', ""1990's"", 'Atmospheric']"
763890,Wildermyth,2021-06-15,True,True,True,Overwhelmingly Positive,95,13166,24.99,24.99,0.0,"Wildermyth follows heroes over their whole careers, from their pitchfork days to their powerful primes, and on into old age and memory. It’s a party-based procedural storytelling RPG where tactical combat and story decisions will alter your world and reshape your cast of characters.","['Party-Based RPG', 'Choices Matter', 'Story Rich', 'Turn-Based Tactics', 'Character Customization', 'Procedural Generation', 'Fantasy', 'Tactical RPG', 'Roguelite', 'Hand-drawn', 'Turn-Based Strategy', 'Emotional', 'RPG', 'Turn-Based', 'Comic Book', 'Moddable', 'Indie', 'Strategy', 'Singleplayer', '2.5D']"
826630,Iron Harvest,2020-08-31,True,False,False,Mostly Positive,74,8263,29.99,29.99,0.0,"A classic real-time strategy game with an epic single player campaign, multiplayer & coop, set in the alternate reality of 1920+","['RTS', 'Strategy', 'Base Building', 'Mechs', 'Alternate History', 'War', 'World War I', 'Multiplayer', 'Steampunk', 'Co-op', 'Online Co-Op', 'Action', 'Singleplayer', 'PvP', 'Real-Time', 'Sci-fi', 'Competitive', 'Grand Strategy', 'Gore', 'Casual']"
920210,LEGO® Star Wars™: The Skywalker Saga,2022-04-05,True,False,False,Very Positive,92,28451,49.99,49.99,0.0,"Play through all nine Skywalker saga films in a game unlike any other. With over 300 playable characters, over 100 vehicles, and 23 planets to explore, a galaxy far, far away has never been more fun! *Includes classic Obi-Wan Kenobi playable character","['LEGO', 'Adventure', 'Open World', 'Co-op', 'Multiplayer', 'Space', 'Action', 'Sci-fi', 'Singleplayer', 'Funny', 'Local Co-Op', 'Family Friendly', 'Third Person', 'Story Rich', 'Epic', 'Great Soundtrack', 'Memes', 'Beautiful', 'Puzzle', 'Souls-like']"
1254370,No one lives under the lighthouse Director's cut,2020-04-21,True,True,True,Very Positive,89,1208,6.99,6.99,0.0,"A slow burn retro horror game, in which you arrive at the old lighthouse on a small island near the coast of the United States. After the previous keeper has gone missing, you need to take over his duties and watch after the light.","['Indie', 'Adventure', 'Horror', 'Atmospheric', 'Lovecraftian', 'Psychological Horror', 'First-Person', 'Dark', 'Mystery', 'Surreal', 'Singleplayer', 'Walking Simulator', 'Exploration', 'Retro', 'Short', 'Thriller', 'Puzzle', 'Pixel Graphics', 'Experimental']"
1361510,Teenage Mutant Ninja Turtles: Shredder's Revenge,2022-06-16,True,False,True,Very Positive,94,9502,24.99,24.99,0.0,"Teenage Mutant Ninja Turtles: Shredder’s Revenge reunites Leonardo, Michelangelo, Donatello and Raphael as they kick shell in a beautifully realized beat ’em up.","[""Beat 'em up"", 'Multiplayer', 'Pixel Graphics', 'Side Scroller', 'Co-op Campaign', '2D', 'Ninja', 'Action-Adventure', 'Indie', 'Martial Arts', 'Action', 'Colorful', 'Cartoon', 'Arcade', 'Family Friendly', 'Comic Book', 'Singleplayer', 'Adventure', 'Atmospheric', 'Comedy']"
1490840,Bloodshore,2021-11-03,True,True,False,Mostly Positive,71,428,4.19,14.99,72.0,"Bloodshore is an interactive action movie about a televised battle royale between high-profile streamers, entertainers and death row inmates. You control the fate of Nick, a washed-up actor who fights for a life-changing cash prize.","['FMV', 'Battle Royale', 'Choices Matter', 'Multiple Endings', 'Indie', 'Story Rich', 'Action', 'Singleplayer', 'Romance', 'Adventure', 'Action-Adventure', 'Choose Your Own Adventure', 'Cinematic', 'Point & Click', 'Realistic', 'Interactive Fiction', 'Dark', 'Dark Comedy', 'Violent', 'LGBTQ+']"
1840490,Christmas Massacre,2021-12-17,True,False,False,Very Positive,89,441,7.99,7.99,0.0,Christmas is coming and Larry's got a big problem - his Christmas tree is telling him to KILL! Lead him through his murder rampage.,"['Action', 'Violent', 'Fast-Paced', 'Difficult', '1980s', 'Horror', 'Stealth', 'Gore', 'Dark Comedy', 'Arcade', 'Puzzle', 'Surreal', 'Thriller', 'Dark Humor', 'Psychedelic', 'Indie', '3D', 'Third Person', 'Retro', 'Survival Horror']"
38420,Fallout Tactics: Brotherhood of Steel,2009-08-19,True,False,False,Mostly Positive,79,1674,9.99,9.99,0.0,"Tactical Squad-Based Combat comes to the Fallout® Universe! You are the wretched refuse. You may be born from dirt, but we will forge you into steel. You will learn to bend; if not you, will you break. In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling,...","['Post-apocalyptic', 'RPG', 'Strategy', 'Turn-Based', 'Tactical', 'Isometric', 'Classic', 'Singleplayer', 'Sci-fi', 'Turn-Based Strategy', 'Tactical RPG', 'Open World', 'Real-Time with Pause', 'Action', 'Atmospheric', 'Turn-Based Tactics', 'Multiplayer', 'Story Rich', 'CRPG', 'Adventure']"
261640,Borderlands: The Pre-Sequel,2014-10-13,True,True,True,Very Positive,83,26379,9.99,39.99,75.0,Launch into the Borderlands universe and shoot ‘n’ loot your way through a brand new adventure that rockets you onto Pandora’s moon in Borderlands: The Pre-Sequel!,"['Looter Shooter', 'Co-op', 'FPS', 'Action', 'Comedy', 'Loot', 'RPG', 'Open World', 'Multiplayer', 'Shooter', 'Funny', 'Online Co-Op', 'First-Person', 'Space', 'Adventure', 'Sci-fi', 'Action RPG', 'Singleplayer', 'Memes', 'Atmospheric']"
433340,Slime Rancher,2017-08-01,True,True,True,Overwhelmingly Positive,97,91334,4.99,19.99,75.0,"Slime Rancher is the tale of Beatrix LeBeau, a plucky, young rancher who sets out for a life a thousand light years away from Earth on the ‘Far, Far Range’ where she tries her hand at making a living wrangling slimes.","['Cute', 'Exploration', 'Adventure', 'Singleplayer', 'Open World', 'First-Person', 'Colorful', 'Funny', 'Sandbox', 'Simulation', 'Casual', 'Fantasy', 'Management', 'Indie', 'Family Friendly', 'Great Soundtrack', 'Female Protagonist', 'Early Access', 'Action', 'FPS']"
805550,Assetto Corsa Competizione,2019-05-29,True,False,False,Very Positive,91,16441,39.99,39.99,0.0,"Assetto Corsa Competizione, the official GT World Challenge videogame. Thanks to the extraordinary quality of simulation, you will experience the atmosphere of the GT3 championship. Compete against official drivers, teams, cars and official circuits reproduced to the highest quality ever seen.","['Racing', 'Automobile Sim', 'Simulation', 'VR', 'Driving', 'Multiplayer', 'Sports', 'Realistic', 'Singleplayer', 'Controller', 'Early Access', 'eSports', 'Open World', 'First-Person', 'Competitive', 'Atmospheric', 'Online Co-Op', 'Difficult', 'Moddable']"
1150590,Samurai Jack: Battle Through Time,2020-08-21,True,False,False,Very Positive,85,1033,39.99,39.99,0.0,"Become Samurai Jack, the greatest warrior across time. Journey through time to finally stop Aku’s evil reign in this new adventure told by the creators of Samurai Jack.","['Action', 'Adventure', 'Hack and Slash', 'Character Action Game', 'Combat', 'Platformer', 'Cartoon', 'Souls-like', 'Singleplayer', '3D Platformer', 'Spectacle fighter', 'Cartoony', 'Third Person']"
1278390,Succumate,2020-11-20,True,False,False,Very Positive,83,685,11.24,14.99,25.0,From the creator of Summer Memories comes a new game where you must look after a demon named Lilim! Now you must juggle your time to keep her happy... or else!,"['RPG', 'Indie', 'Adventure', 'Pixel Graphics', 'Anime', 'Horror', 'Funny', 'Psychological Horror', 'Sexual Content', 'Female Protagonist', 'Visual Novel', 'Memes', 'Education', 'FPS', 'Time Management', '2D', 'JRPG', 'Singleplayer', 'Hentai', 'Nudity']"
1709050,Nitro Kid,2022-10-18,True,True,False,Very Positive,93,179,19.99,19.99,0.0,"Synthwave roguelike deckbuilder set in the neon 80's. Pick your agent. Build your deck. Hit card combos and fight through the floors of INFINITY tower. Featuring 30+ fresh Synthwave tracks by LudoWic, Tonebox and Jules Reves.","['Indie', 'Roguelike Deckbuilder', 'Isometric', '1980s', 'Martial Arts', 'Deckbuilding', 'Sci-fi', 'Turn-Based', 'Atmospheric', 'Card Battler', 'Turn-Based Combat', 'Roguelike', 'Card Game', 'Turn-Based Tactics', 'Roguelite', 'Strategy', 'Mouse only', 'Pixel Graphics', 'Soundtrack', 'Cyberpunk']"
1885750,Betrayal At Club Low,2022-09-09,True,True,True,Very Positive,97,219,9.99,9.99,0.0,"Tonight you're on a rescue mission, infiltrating a nightclub that was once a coffin factory. Will you succeed? Will you fail? Or will your night take an unexpected detour? Roll the Pizza Dice and find out!","['Point & Click', 'Exploration', 'RPG', 'Roguelite', 'Tabletop', 'Roguelike', 'Character Customization', 'Choose Your Own Adventure', '3D', 'Surreal', 'Noir', 'Third Person', 'Cooking', 'Detective', 'Lore-Rich', 'Atmospheric', 'Choices Matter', 'Conversation', 'Dynamic Narration', 'Multiple Endings']"
2211280,Roller Champions™,2022-12-13,True,False,False,Mixed,69,160,0.0,0.0,0.0,"Skate and roll your way up to glory in Roller Champions™. Discover a free-to-play, team PvP sports game like no other!","['Sports', 'Multiplayer', 'Team-Based', 'PvP', 'Arcade', 'eSports', '3D', 'Free to Play', 'Colorful', 'Third Person', 'Skating', 'Character Customization']"
212160,Vindictus,2012-06-22,True,False,False,Mixed,69,7332,0.0,0.0,0.0,"Enter a dark and sinister world where you must battle for survival. With gratifying real-time combat, epic monsters, and glorious visuals, this isn't just another MMO... This is VINDICTUS!","['Free to Play', 'Massively Multiplayer', 'Hack and Slash', 'Action', 'RPG', 'MMORPG', 'Character Customization', 'Nudity', 'Adventure', 'Third Person', 'Multiplayer', 'Co-op', 'Action RPG', 'Fantasy', 'PvP', 'Open World', 'Singleplayer', 'Violent', 'Fast-Paced', 'Gore']"
238370,Magicka 2,2015-05-26,True,True,True,Very Positive,82,7574,14.99,14.99,0.0,"The world’s most irreverent co-op action adventure returns! In the next chapter of Magicka, players ascend from the ruins of Aldrheim to experience a Midgård almost wiped free of Wizards after the Wizard Wars, with the few that do remain having either gone mad or extremely hostile toward all others","['Magic', 'Co-op', 'Adventure', 'Multiplayer', 'Comedy', 'Action', 'Online Co-Op', 'Funny', 'Local Co-Op', 'RPG', 'Atmospheric', 'Team-Based', 'PvP', 'Fantasy', 'Open World', 'Local Multiplayer', 'Singleplayer', 'Gore', 'Memes', 'Isometric']"
375900,Trackmania® Turbo,2016-03-24,True,False,False,Mixed,66,1348,39.99,39.99,0.0,"Trackmania offers you the ultimate arcade racing universe where everything is about reaching the perfect racing time. Test your skills in over 200 tracks, experience immediate fun by challenging your friends at home (offline splitscreen) or online.","['Racing', 'Arcade', 'Massively Multiplayer', 'Level Editor', 'Multiplayer', 'Split Screen', 'Time Attack', 'Singleplayer', 'Difficult', 'Co-op', 'Local Co-Op', 'Competitive', 'Action', 'VR', 'Local Multiplayer', 'Sandbox', 'Fast-Paced', 'Funny']"
489520,Minion Masters,2019-05-24,True,True,False,Very Positive,91,59965,0.0,0.0,0.0,"An addictive fast-paced hybrid of Card games & Tower-Defense. Play 1v1 - or bring a friend for 2v2 - and engage in epic online multiplayer battles full of innovative strategy and awesome plays! Collect 200+ cards with unique mechanics, all free!","['Real Time Tactics', 'RTS', 'Multiplayer', 'Co-op', 'Card Battler', 'Strategy RPG', 'Card Game', 'Free to Play', 'Strategy', 'PvP', 'PvE', 'Deckbuilding', 'Tactical', 'Competitive', 'Online Co-Op', 'Singleplayer', 'Turn-Based Tactics', 'Mouse only', 'Tower Defense', 'Stylized']"
598550,HUNTDOWN,2021-05-12,True,True,True,Overwhelmingly Positive,95,2168,19.99,19.99,0.0,"In the mayhem-filled streets of the future where criminal gangs rule and cops fear to tread, only the bounty hunters can free the city from the corrupt fist of felony. Lay waste to the criminal underworld and make a killing in this hard boiled action comedy arcade shooter.","['Action', 'Shooter', 'Pixel Graphics', 'Side Scroller', 'Local Co-Op', ""Shoot 'Em Up"", '2D', 'Arcade', 'Retro', 'Precision Platformer', 'Cyberpunk', 'Platformer', 'Co-op', 'Violent', '1980s', 'Sci-fi', '2D Platformer', 'Online Co-Op', 'Dystopian', 'Futuristic']"
925950,Here Comes Niko!,2021-08-03,True,False,False,Very Positive,91,685,24.99,24.99,0.0,"Here Comes Niko! is the cozy 3D platformer for tired people! You play as Niko traveling across scenic islands. Make new friends, catch fish, solve puzzles, snag bugs, and more! Oh, Did I mention your boss is a frog?","['Cute', 'Relaxing', '3D Platformer', 'Singleplayer', 'Exploration', 'Action', 'Collectathon', 'Colorful', 'Adventure', 'Cartoony', 'Stylized', 'Indie', 'Platformer', '3D', 'Third Person', 'Fishing', 'LGBTQ+', 'Psychological Horror']"
31910,Nancy Drew®: The Haunting of Castle Malloy,2009-07-17,True,False,False,Very Positive,80,131,6.99,6.99,0.0,Unveil a Ghostly Legend and Find a Vanished Groom!,"['Adventure', 'Puzzle', 'Point & Click', 'Classic', 'Story Rich', 'Detective', 'Mouse only', 'Funny', 'Drama', 'Female Protagonist', 'Great Soundtrack', '2.5D', 'Atmospheric', 'Casual', 'Exploration', '2D', 'Family Friendly', 'Cult Classic', 'Mystery', 'Retro']"
